Id,DateOfPrice,Value
id_0,01/06/2025 00:00:00,18
id_1,01/06/2025 00:00:00,12
id_2,01/06/2025 00:00:00,18
id_3,01/06/2025 00:00:00,16
id_4,01/06/2025 00:00:00,16
id_0,01/07/2025 00:00:00,17.87
id_1,01/07/2025 00:00:00,12.1
id_2,01/07/2025 00:00:00,17.77
id_3,01/07/2025 00:00:00,15.95
id_4,01/07/2025 00:00:00,15.75
id_0,01/08/2025 00:00:00,17.69
id_1,01/08/2025 00:00:00,12.05
id_2,01/08/2025 00:00:00,18.16
id_3,01/08/2025 00:00:00,16.19
id_4,01/08/2025 00:00:00,16.15
id_0,01/09/2025 00:00:00,17.86
id_1,01/09/2025 00:00:00,12.06
id_2,01/09/2025 00:00:00,17.83
id_3,01/09/2025 00:00:00,16.04
id_4,01/09/2025 00:00:00,15.47
id_0,01/10/2025 00:00:00,17.76
id_1,01/10/2025 00:00:00,12.03
id_2,01/10/2025 00:00:00,18.28
id_3,01/10/2025 00:00:00,16.96
id_4,01/10/2025 00:00:00,15.27
id_0,01/13/2025 00:00:00,18.3
id_1,01/13/2025 00:00:00,12.09
id_2,01/13/2025 00:00:00,18.22
id_3,01/13/2025 00:00:00,16.68
id_4,01/13/2025 00:00:00,14.71
id_0,01/14/2025 00:00:00,18.31
id_1,01/14/2025 00:00:00,12.16
id_2,01/14/2025 00:00:00,17.83
id_3,01/14/2025 00:00:00,16.2
id_4,01/14/2025 00:00:00,14.83
id_0,01/15/2025 00:00:00,18.16
id_1,01/15/2025 00:00:00,11.97
id_2,01/15/2025 00:00:00,18.27
id_3,01/15/2025 00:00:00,16.37
id_4,01/15/2025 00:00:00,14.43
id_0,01/16/2025 00:00:00,17.88
id_1,01/16/2025 00:00:00,11.94
id_2,01/16/2025 00:00:00,19.24
id_3,01/16/2025 00:00:00,15.58
id_4,01/16/2025 00:00:00,14.07
id_0,01/17/2025 00:00:00,17.82
id_1,01/17/2025 00:00:00,12.25
id_2,01/17/2025 00:00:00,18.9
id_3,01/17/2025 00:00:00,15.44
id_4,01/17/2025 00:00:00,14.05
id_0,01/20/2025 00:00:00,17.76
id_1,01/20/2025 00:00:00,12.31
id_2,01/20/2025 00:00:00,17.7
id_3,01/20/2025 00:00:00,15.53
id_4,01/20/2025 00:00:00,14.56
id_0,01/21/2025 00:00:00,18.13
id_1,01/21/2025 00:00:00,12.26
id_2,01/21/2025 00:00:00,18.08
id_3,01/21/2025 00:00:00,15.98
id_4,01/21/2025 00:00:00,14.87
id_0,01/22/2025 00:00:00,18.15
id_1,01/22/2025 00:00:00,12.32
id_2,01/22/2025 00:00:00,18.39
id_3,01/22/2025 00:00:00,16.09
id_4,01/22/2025 00:00:00,15.42
id_0,01/23/2025 00:00:00,18.25
id_1,01/23/2025 00:00:00,12.2
id_2,01/23/2025 00:00:00,18.56
id_3,01/23/2025 00:00:00,16.03
id_4,01/23/2025 00:00:00,15
id_0,01/24/2025 00:00:00,18.49
id_1,01/24/2025 00:00:00,12.27
id_2,01/24/2025 00:00:00,19.05
id_3,01/24/2025 00:00:00,17.09
id_4,01/24/2025 00:00:00,15.75
id_0,01/27/2025 00:00:00,18.86
id_1,01/27/2025 00:00:00,12.39
id_2,01/27/2025 00:00:00,18.79
id_3,01/27/2025 00:00:00,17.3
id_4,01/27/2025 00:00:00,15.93
id_0,01/28/2025 00:00:00,18.85
id_1,01/28/2025 00:00:00,12.54
id_2,01/28/2025 00:00:00,18.93
id_3,01/28/2025 00:00:00,16.53
id_4,01/28/2025 00:00:00,16.2
id_0,01/29/2025 00:00:00,18.89
id_1,01/29/2025 00:00:00,12.54
id_2,01/29/2025 00:00:00,19.26
id_3,01/29/2025 00:00:00,16.6
id_4,01/29/2025 00:00:00,15.9
id_0,01/30/2025 00:00:00,18.89
id_1,01/30/2025 00:00:00,12.56
id_2,01/30/2025 00:00:00,19.23
id_3,01/30/2025 00:00:00,16.79
id_4,01/30/2025 00:00:00,15.39
id_0,01/31/2025 00:00:00,18.71
id_1,01/31/2025 00:00:00,12.44
id_2,01/31/2025 00:00:00,19.09
id_3,01/31/2025 00:00:00,17.1
id_4,01/31/2025 00:00:00,15.28
id_0,02/03/2025 00:00:00,19
id_1,02/03/2025 00:00:00,12.16
id_2,02/03/2025 00:00:00,19.03
id_3,02/03/2025 00:00:00,17.13
id_4,02/03/2025 00:00:00,15.53
id_0,02/04/2025 00:00:00,18.72
id_1,02/04/2025 00:00:00,11.94
id_2,02/04/2025 00:00:00,19.17
id_3,02/04/2025 00:00:00,17.66
id_4,02/04/2025 00:00:00,15.82
id_0,02/05/2025 00:00:00,19.18
id_1,02/05/2025 00:00:00,12.21
id_2,02/05/2025 00:00:00,19.57
id_3,02/05/2025 00:00:00,16.78
id_4,02/05/2025 00:00:00,15.9
id_0,02/06/2025 00:00:00,19.15
id_1,02/06/2025 00:00:00,12.4
id_2,02/06/2025 00:00:00,18.5
id_3,02/06/2025 00:00:00,16.98
id_4,02/06/2025 00:00:00,16.15
id_0,02/07/2025 00:00:00,18.61
id_1,02/07/2025 00:00:00,12.3
id_2,02/07/2025 00:00:00,18.25
id_3,02/07/2025 00:00:00,17.49
id_4,02/07/2025 00:00:00,16.16
id_0,02/10/2025 00:00:00,18.36
id_1,02/10/2025 00:00:00,12.21
id_2,02/10/2025 00:00:00,18.21
id_3,02/10/2025 00:00:00,17.55
id_4,02/10/2025 00:00:00,16.81
id_0,02/11/2025 00:00:00,18.12
id_1,02/11/2025 00:00:00,12.35
id_2,02/11/2025 00:00:00,18.06
id_3,02/11/2025 00:00:00,17.72
id_4,02/11/2025 00:00:00,17.17
id_0,02/12/2025 00:00:00,18.1
id_1,02/12/2025 00:00:00,12.09
id_2,02/12/2025 00:00:00,17.68
id_3,02/12/2025 00:00:00,18.04
id_4,02/12/2025 00:00:00,17.77
id_0,02/13/2025 00:00:00,18.15
id_1,02/13/2025 00:00:00,12.29
id_2,02/13/2025 00:00:00,17.54
id_3,02/13/2025 00:00:00,17.26
id_4,02/13/2025 00:00:00,17.6
id_0,02/14/2025 00:00:00,18.25
id_1,02/14/2025 00:00:00,12.25
id_2,02/14/2025 00:00:00,17.02
id_3,02/14/2025 00:00:00,17.04
id_4,02/14/2025 00:00:00,17.51
id_0,02/17/2025 00:00:00,18.65
id_1,02/17/2025 00:00:00,12.31
id_2,02/17/2025 00:00:00,17.38
id_3,02/17/2025 00:00:00,17.26
id_4,02/17/2025 00:00:00,17.27
id_0,02/18/2025 00:00:00,19
id_1,02/18/2025 00:00:00,12.39
id_2,02/18/2025 00:00:00,17.31
id_3,02/18/2025 00:00:00,17.61
id_4,02/18/2025 00:00:00,16.73
id_0,02/19/2025 00:00:00,18.79
id_1,02/19/2025 00:00:00,12.57
id_2,02/19/2025 00:00:00,16.59
id_3,02/19/2025 00:00:00,17.6
id_4,02/19/2025 00:00:00,16.85
id_0,02/20/2025 00:00:00,18.63
id_1,02/20/2025 00:00:00,12.68
id_2,02/20/2025 00:00:00,16.04
id_3,02/20/2025 00:00:00,18.3
id_4,02/20/2025 00:00:00,17.14
id_0,02/21/2025 00:00:00,18.61
id_1,02/21/2025 00:00:00,12.67
id_2,02/21/2025 00:00:00,16.55
id_3,02/21/2025 00:00:00,17.72
id_4,02/21/2025 00:00:00,17.35
id_0,02/24/2025 00:00:00,18.63
id_1,02/24/2025 00:00:00,12.63
id_2,02/24/2025 00:00:00,17.06
id_3,02/24/2025 00:00:00,18.38
id_4,02/24/2025 00:00:00,17.62
id_0,02/25/2025 00:00:00,18.26
id_1,02/25/2025 00:00:00,12.88
id_2,02/25/2025 00:00:00,17.34
id_3,02/25/2025 00:00:00,18.25
id_4,02/25/2025 00:00:00,17.73
id_0,02/26/2025 00:00:00,18.13
id_1,02/26/2025 00:00:00,12.99
id_2,02/26/2025 00:00:00,17.85
id_3,02/26/2025 00:00:00,18.38
id_4,02/26/2025 00:00:00,17.9
id_0,02/27/2025 00:00:00,18.01
id_1,02/27/2025 00:00:00,12.7
id_2,02/27/2025 00:00:00,18.18
id_3,02/27/2025 00:00:00,17.91
id_4,02/27/2025 00:00:00,17.29
id_0,02/28/2025 00:00:00,17.89
id_1,02/28/2025 00:00:00,12.52
id_2,02/28/2025 00:00:00,18.58
id_3,02/28/2025 00:00:00,18.9
id_4,02/28/2025 00:00:00,17.6
id_0,03/03/2025 00:00:00,18.06
id_1,03/03/2025 00:00:00,12.37
id_2,03/03/2025 00:00:00,18.14
id_3,03/03/2025 00:00:00,19.24
id_4,03/03/2025 00:00:00,17.91
id_0,03/04/2025 00:00:00,18.18
id_1,03/04/2025 00:00:00,12.6
id_2,03/04/2025 00:00:00,18.22
id_3,03/04/2025 00:00:00,19.27
id_4,03/04/2025 00:00:00,17.33
id_0,03/05/2025 00:00:00,18.28
id_1,03/05/2025 00:00:00,12.63
id_2,03/05/2025 00:00:00,19.07
id_3,03/05/2025 00:00:00,18.94
id_4,03/05/2025 00:00:00,17.48
id_0,03/06/2025 00:00:00,18.2
id_1,03/06/2025 00:00:00,12.67
id_2,03/06/2025 00:00:00,18.62
id_3,03/06/2025 00:00:00,18.91
id_4,03/06/2025 00:00:00,17.56
id_0,03/07/2025 00:00:00,17.99
id_1,03/07/2025 00:00:00,12.92
id_2,03/07/2025 00:00:00,19.05
id_3,03/07/2025 00:00:00,18.69
id_4,03/07/2025 00:00:00,17.65
id_0,03/10/2025 00:00:00,18.24
id_1,03/10/2025 00:00:00,13.22
id_2,03/10/2025 00:00:00,19.68
id_3,03/10/2025 00:00:00,18.11
id_4,03/10/2025 00:00:00,17.06
id_0,03/11/2025 00:00:00,18.29
id_1,03/11/2025 00:00:00,13.41
id_2,03/11/2025 00:00:00,19.86
id_3,03/11/2025 00:00:00,18.08
id_4,03/11/2025 00:00:00,17.44
id_0,03/12/2025 00:00:00,18.2
id_1,03/12/2025 00:00:00,13.32
id_2,03/12/2025 00:00:00,20.98
id_3,03/12/2025 00:00:00,18.63
id_4,03/12/2025 00:00:00,18.12
id_0,03/13/2025 00:00:00,18.67
id_1,03/13/2025 00:00:00,13.38
id_2,03/13/2025 00:00:00,20.26
id_3,03/13/2025 00:00:00,18.53
id_4,03/13/2025 00:00:00,18.52
id_0,03/14/2025 00:00:00,19.05
id_1,03/14/2025 00:00:00,13.49
id_2,03/14/2025 00:00:00,19.41
id_3,03/14/2025 00:00:00,18.23
id_4,03/14/2025 00:00:00,18.72
id_0,03/17/2025 00:00:00,19.48
id_1,03/17/2025 00:00:00,13.44
id_2,03/17/2025 00:00:00,19.55
id_3,03/17/2025 00:00:00,18
id_4,03/17/2025 00:00:00,18.43
id_0,03/18/2025 00:00:00,19.71
id_1,03/18/2025 00:00:00,13.68
id_2,03/18/2025 00:00:00,18.9
id_3,03/18/2025 00:00:00,17.84
id_4,03/18/2025 00:00:00,18.25
id_0,03/19/2025 00:00:00,19.67
id_1,03/19/2025 00:00:00,13.7
id_2,03/19/2025 00:00:00,19.37
id_3,03/19/2025 00:00:00,17.63
id_4,03/19/2025 00:00:00,17.9
id_0,03/20/2025 00:00:00,19.61
id_1,03/20/2025 00:00:00,13.43
id_2,03/20/2025 00:00:00,20.2
id_3,03/20/2025 00:00:00,18
id_4,03/20/2025 00:00:00,18.36
id_0,03/21/2025 00:00:00,19.82
id_1,03/21/2025 00:00:00,13.68
id_2,03/21/2025 00:00:00,19.77
id_3,03/21/2025 00:00:00,18.09
id_4,03/21/2025 00:00:00,18.16
id_0,03/24/2025 00:00:00,19.37
id_1,03/24/2025 00:00:00,13.51
id_2,03/24/2025 00:00:00,19.37
id_3,03/24/2025 00:00:00,18.1
id_4,03/24/2025 00:00:00,17.83
id_0,03/25/2025 00:00:00,19.12
id_1,03/25/2025 00:00:00,13.52
id_2,03/25/2025 00:00:00,19.68
id_3,03/25/2025 00:00:00,18.26
id_4,03/25/2025 00:00:00,17.4
id_0,03/26/2025 00:00:00,19.51
id_1,03/26/2025 00:00:00,13.41
id_2,03/26/2025 00:00:00,18.91
id_3,03/26/2025 00:00:00,17.93
id_4,03/26/2025 00:00:00,17.42
id_0,03/27/2025 00:00:00,19.41
id_1,03/27/2025 00:00:00,13.4
id_2,03/27/2025 00:00:00,18.31
id_3,03/27/2025 00:00:00,17.66
id_4,03/27/2025 00:00:00,17.26
id_0,03/28/2025 00:00:00,19.22
id_1,03/28/2025 00:00:00,13.55
id_2,03/28/2025 00:00:00,18.07
id_3,03/28/2025 00:00:00,17.63
id_4,03/28/2025 00:00:00,17.17
id_0,03/31/2025 00:00:00,18.98
id_1,03/31/2025 00:00:00,13.59
id_2,03/31/2025 00:00:00,18.34
id_3,03/31/2025 00:00:00,18.04
id_4,03/31/2025 00:00:00,17.23
id_0,04/01/2025 00:00:00,19.22
id_1,04/01/2025 00:00:00,13.55
id_2,04/01/2025 00:00:00,18.44
id_3,04/01/2025 00:00:00,18.1
id_4,04/01/2025 00:00:00,16.43
id_0,04/02/2025 00:00:00,18.98
id_1,04/02/2025 00:00:00,13.63
id_2,04/02/2025 00:00:00,19.11
id_3,04/02/2025 00:00:00,18.3
id_4,04/02/2025 00:00:00,16.76
id_0,04/03/2025 00:00:00,19.22
id_1,04/03/2025 00:00:00,13.81
id_2,04/03/2025 00:00:00,18.95
id_3,04/03/2025 00:00:00,18.43
id_4,04/03/2025 00:00:00,16.45
id_0,04/04/2025 00:00:00,19.55
id_1,04/04/2025 00:00:00,13.98
id_2,04/04/2025 00:00:00,18.89
id_3,04/04/2025 00:00:00,18.88
id_4,04/04/2025 00:00:00,16.22
id_0,04/07/2025 00:00:00,19.34
id_1,04/07/2025 00:00:00,13.57
id_2,04/07/2025 00:00:00,18.9
id_3,04/07/2025 00:00:00,18.45
id_4,04/07/2025 00:00:00,16.09
id_0,04/08/2025 00:00:00,19.29
id_1,04/08/2025 00:00:00,13.6
id_2,04/08/2025 00:00:00,18.7
id_3,04/08/2025 00:00:00,18.38
id_4,04/08/2025 00:00:00,16.52
id_0,04/09/2025 00:00:00,19.06
id_1,04/09/2025 00:00:00,13.44
id_2,04/09/2025 00:00:00,19.74
id_3,04/09/2025 00:00:00,18.59
id_4,04/09/2025 00:00:00,16.31
id_0,04/10/2025 00:00:00,18.95
id_1,04/10/2025 00:00:00,13.64
id_2,04/10/2025 00:00:00,19.45
id_3,04/10/2025 00:00:00,18.91
id_4,04/10/2025 00:00:00,16.14
id_0,04/11/2025 00:00:00,18.7
id_1,04/11/2025 00:00:00,13.8
id_2,04/11/2025 00:00:00,19.5
id_3,04/11/2025 00:00:00,19.43
id_4,04/11/2025 00:00:00,16.55
id_0,04/14/2025 00:00:00,18.68
id_1,04/14/2025 00:00:00,13.75
id_2,04/14/2025 00:00:00,20.36
id_3,04/14/2025 00:00:00,19.44
id_4,04/14/2025 00:00:00,16.86
id_0,04/15/2025 00:00:00,18.98
id_1,04/15/2025 00:00:00,13.64
id_2,04/15/2025 00:00:00,20.33
id_3,04/15/2025 00:00:00,19.78
id_4,04/15/2025 00:00:00,16.4
id_0,04/16/2025 00:00:00,19.31
id_1,04/16/2025 00:00:00,13.52
id_2,04/16/2025 00:00:00,20.43
id_3,04/16/2025 00:00:00,19.26
id_4,04/16/2025 00:00:00,16.57
id_0,04/17/2025 00:00:00,19.32
id_1,04/17/2025 00:00:00,13.51
id_2,04/17/2025 00:00:00,21.2
id_3,04/17/2025 00:00:00,19.94
id_4,04/17/2025 00:00:00,16.61
id_0,04/22/2025 00:00:00,19.39
id_1,04/22/2025 00:00:00,13.62
id_2,04/22/2025 00:00:00,21.5
id_3,04/22/2025 00:00:00,20.15
id_4,04/22/2025 00:00:00,17
id_0,04/23/2025 00:00:00,19.7
id_1,04/23/2025 00:00:00,13.32
id_2,04/23/2025 00:00:00,21.45
id_3,04/23/2025 00:00:00,19.67
id_4,04/23/2025 00:00:00,17.38
id_0,04/24/2025 00:00:00,19.82
id_1,04/24/2025 00:00:00,13.36
id_2,04/24/2025 00:00:00,21.16
id_3,04/24/2025 00:00:00,19.81
id_4,04/24/2025 00:00:00,16.8
id_0,04/25/2025 00:00:00,19.92
id_1,04/25/2025 00:00:00,13.3
id_2,04/25/2025 00:00:00,22.21
id_3,04/25/2025 00:00:00,19.53
id_4,04/25/2025 00:00:00,16.27
id_0,04/28/2025 00:00:00,20.02
id_1,04/28/2025 00:00:00,13.1
id_2,04/28/2025 00:00:00,21.53
id_3,04/28/2025 00:00:00,19.21
id_4,04/28/2025 00:00:00,16.17
id_0,04/29/2025 00:00:00,19.62
id_1,04/29/2025 00:00:00,13.17
id_2,04/29/2025 00:00:00,21.97
id_3,04/29/2025 00:00:00,20.52
id_4,04/29/2025 00:00:00,16.4
id_0,04/30/2025 00:00:00,20.05
id_1,04/30/2025 00:00:00,13.07
id_2,04/30/2025 00:00:00,21.9
id_3,04/30/2025 00:00:00,19.78
id_4,04/30/2025 00:00:00,16.28
id_0,05/01/2025 00:00:00,19.96
id_1,05/01/2025 00:00:00,13.24
id_2,05/01/2025 00:00:00,21.72
id_3,05/01/2025 00:00:00,19.5
id_4,05/01/2025 00:00:00,17.05
id_0,05/02/2025 00:00:00,19.62
id_1,05/02/2025 00:00:00,13.51
id_2,05/02/2025 00:00:00,22.22
id_3,05/02/2025 00:00:00,19.81
id_4,05/02/2025 00:00:00,17.11
id_0,05/05/2025 00:00:00,19.07
id_1,05/05/2025 00:00:00,13.43
id_2,05/05/2025 00:00:00,22.72
id_3,05/05/2025 00:00:00,19.68
id_4,05/05/2025 00:00:00,16.88
id_0,05/06/2025 00:00:00,19.15
id_1,05/06/2025 00:00:00,13.12
id_2,05/06/2025 00:00:00,22.85
id_3,05/06/2025 00:00:00,19.64
id_4,05/06/2025 00:00:00,16.56
