Id,DateOfPrice,Value
id_0,01/06/2025 00:00:00,77
id_1,01/06/2025 00:00:00,73
id_2,01/06/2025 00:00:00,93
id_3,01/06/2025 00:00:00,59
id_4,01/06/2025 00:00:00,79
id_5,01/06/2025 00:00:00,97
id_6,01/06/2025 00:00:00,72
id_7,01/06/2025 00:00:00,68
id_0,01/07/2025 00:00:00,76.62
id_1,01/07/2025 00:00:00,71.62
id_2,01/07/2025 00:00:00,93.35
id_3,01/07/2025 00:00:00,58.14
id_4,01/07/2025 00:00:00,84.27
id_5,01/07/2025 00:00:00,97.29
id_6,01/07/2025 00:00:00,72.88
id_7,01/07/2025 00:00:00,65.49
id_0,01/08/2025 00:00:00,77.06
id_1,01/08/2025 00:00:00,73.83
id_2,01/08/2025 00:00:00,93.63
id_3,01/08/2025 00:00:00,59.32
id_4,01/08/2025 00:00:00,83.09
id_5,01/08/2025 00:00:00,97.37
id_6,01/08/2025 00:00:00,73.19
id_7,01/08/2025 00:00:00,62.99
id_0,01/09/2025 00:00:00,78.3
id_1,01/09/2025 00:00:00,75.78
id_2,01/09/2025 00:00:00,95.51
id_3,01/09/2025 00:00:00,61.47
id_4,01/09/2025 00:00:00,81.09
id_5,01/09/2025 00:00:00,98.59
id_6,01/09/2025 00:00:00,73.69
id_7,01/09/2025 00:00:00,59.74
id_0,01/10/2025 00:00:00,79.58
id_1,01/10/2025 00:00:00,75.15
id_2,01/10/2025 00:00:00,95.46
id_3,01/10/2025 00:00:00,61.02
id_4,01/10/2025 00:00:00,82.69
id_5,01/10/2025 00:00:00,100.48
id_6,01/10/2025 00:00:00,72.88
id_7,01/10/2025 00:00:00,58.96
id_0,01/13/2025 00:00:00,80.22
id_1,01/13/2025 00:00:00,76.75
id_2,01/13/2025 00:00:00,97.57
id_3,01/13/2025 00:00:00,61.95
id_4,01/13/2025 00:00:00,81.9
id_5,01/13/2025 00:00:00,99.24
id_6,01/13/2025 00:00:00,73.36
id_7,01/13/2025 00:00:00,58.7
id_0,01/14/2025 00:00:00,80.23
id_1,01/14/2025 00:00:00,76.96
id_2,01/14/2025 00:00:00,98.61
id_3,01/14/2025 00:00:00,60.22
id_4,01/14/2025 00:00:00,82.88
id_5,01/14/2025 00:00:00,99.57
id_6,01/14/2025 00:00:00,73.67
id_7,01/14/2025 00:00:00,59.2
id_0,01/15/2025 00:00:00,79.37
id_1,01/15/2025 00:00:00,76.74
id_2,01/15/2025 00:00:00,99.22
id_3,01/15/2025 00:00:00,60.47
id_4,01/15/2025 00:00:00,83.18
id_5,01/15/2025 00:00:00,99.17
id_6,01/15/2025 00:00:00,74.28
id_7,01/15/2025 00:00:00,59.36
id_0,01/16/2025 00:00:00,79.59
id_1,01/16/2025 00:00:00,79.44
id_2,01/16/2025 00:00:00,99.03
id_3,01/16/2025 00:00:00,60.37
id_4,01/16/2025 00:00:00,82.06
id_5,01/16/2025 00:00:00,98.8
id_6,01/16/2025 00:00:00,74.12
id_7,01/16/2025 00:00:00,60.71
id_0,01/17/2025 00:00:00,78.65
id_1,01/17/2025 00:00:00,76.06
id_2,01/17/2025 00:00:00,98.61
id_3,01/17/2025 00:00:00,60.24
id_4,01/17/2025 00:00:00,82.45
id_5,01/17/2025 00:00:00,98.79
id_6,01/17/2025 00:00:00,74.63
id_7,01/17/2025 00:00:00,59.25
id_0,01/20/2025 00:00:00,78.19
id_1,01/20/2025 00:00:00,76
id_2,01/20/2025 00:00:00,98.81
id_3,01/20/2025 00:00:00,62.55
id_4,01/20/2025 00:00:00,81.39
id_5,01/20/2025 00:00:00,97.98
id_6,01/20/2025 00:00:00,74.55
id_7,01/20/2025 00:00:00,59.25
id_0,01/21/2025 00:00:00,78.24
id_1,01/21/2025 00:00:00,75.75
id_2,01/21/2025 00:00:00,98.93
id_3,01/21/2025 00:00:00,62.95
id_4,01/21/2025 00:00:00,80.42
id_5,01/21/2025 00:00:00,100.2
id_6,01/21/2025 00:00:00,74.87
id_7,01/21/2025 00:00:00,59.58
id_0,01/22/2025 00:00:00,78.57
id_1,01/22/2025 00:00:00,76.63
id_2,01/22/2025 00:00:00,100.41
id_3,01/22/2025 00:00:00,63.88
id_4,01/22/2025 00:00:00,79.3
id_5,01/22/2025 00:00:00,101.48
id_6,01/22/2025 00:00:00,74.44
id_7,01/22/2025 00:00:00,58.25
id_0,01/23/2025 00:00:00,80.23
id_1,01/23/2025 00:00:00,77.6
id_2,01/23/2025 00:00:00,101.97
id_3,01/23/2025 00:00:00,64.82
id_4,01/23/2025 00:00:00,74.08
id_5,01/23/2025 00:00:00,102.01
id_6,01/23/2025 00:00:00,73.61
id_7,01/23/2025 00:00:00,58.94
id_0,01/24/2025 00:00:00,79.5
id_1,01/24/2025 00:00:00,79.11
id_2,01/24/2025 00:00:00,102.73
id_3,01/24/2025 00:00:00,63.84
id_4,01/24/2025 00:00:00,74.85
id_5,01/24/2025 00:00:00,103.5
id_6,01/24/2025 00:00:00,72.98
id_7,01/24/2025 00:00:00,56.91
id_0,01/27/2025 00:00:00,78.74
id_1,01/27/2025 00:00:00,79.37
id_2,01/27/2025 00:00:00,102.85
id_3,01/27/2025 00:00:00,64.22
id_4,01/27/2025 00:00:00,75.15
id_5,01/27/2025 00:00:00,104.26
id_6,01/27/2025 00:00:00,73.86
id_7,01/27/2025 00:00:00,56.14
id_0,01/28/2025 00:00:00,80.55
id_1,01/28/2025 00:00:00,82.35
id_2,01/28/2025 00:00:00,105.69
id_3,01/28/2025 00:00:00,66.36
id_4,01/28/2025 00:00:00,72.82
id_5,01/28/2025 00:00:00,104.06
id_6,01/28/2025 00:00:00,73.48
id_7,01/28/2025 00:00:00,55.81
id_0,01/29/2025 00:00:00,80.55
id_1,01/29/2025 00:00:00,83.95
id_2,01/29/2025 00:00:00,105.98
id_3,01/29/2025 00:00:00,67.86
id_4,01/29/2025 00:00:00,73.37
id_5,01/29/2025 00:00:00,103.57
id_6,01/29/2025 00:00:00,72.83
id_7,01/29/2025 00:00:00,56.25
id_0,01/30/2025 00:00:00,80.75
id_1,01/30/2025 00:00:00,82.48
id_2,01/30/2025 00:00:00,105.78
id_3,01/30/2025 00:00:00,66.53
id_4,01/30/2025 00:00:00,74.76
id_5,01/30/2025 00:00:00,104.34
id_6,01/30/2025 00:00:00,73.04
id_7,01/30/2025 00:00:00,56.42
id_0,01/31/2025 00:00:00,81.52
id_1,01/31/2025 00:00:00,84.55
id_2,01/31/2025 00:00:00,106.37
